test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,simple_http,00:00:10,step1,1000,1000,0,100,0.77,3.59,12.48,2.29,4.7,10.54,11.5,2.76,0,0,0,0
